통화코드,적용시작일,매매기준율
CNY,2019-05-21,172.6
KRW,2019-05-21,1
USD,2019-05-22,1193
CNY,2019-05-22,172.85
JPY,2019-05-22,1079
KRW,2019-05-22,1
CNY,2019-05-23,172.45
JPY,2019-05-23,1080.03
KRW,2019-05-23,1
USD,2019-05-23,1191
CNY,2019-05-24,172.21
JPY,2019-05-24,1086.31
KRW,2019-05-24,1
USD,2019-05-24,1190
CNY,2019-05-27,171.88
JPY,2019-05-27,1084.34
KRW,2019-05-27,1
USD,2019-05-27,1186
USD,2019-05-28,1189
KRW,2019-05-28,1
JPY,2019-05-28,1085.45
CNY,2019-05-28,171.8
CNY,2019-05-29,172.17
JPY,2019-05-29,1090.84
KRW,2019-05-29,1
USD,2019-05-29,1193
CNY,2019-05-30,172.69
JPY,2019-05-30,1085.77
KRW,2019-05-30,1
USD,2019-05-30,1190
CNY,2019-05-31,172.42
JPY,2019-05-31,1085.82
KRW,2019-05-31,1
USD,2019-05-31,1190
USD,2019-06-03,1181
JPY,2019-06-03,1090.94
KRW,2019-06-03,1
CNY,2019-06-03,172.2
USD,2019-06-04,1180
JPY,2019-06-04,1092.85
KRW,2019-06-04,1
CNY,2019-06-04,170.93
USD,2019-06-05,1178
CNY,2019-06-05,170.52
JPY,2019-06-05,1088.57
KRW,2019-06-05,1
CNY,2019-06-07,170.64
JPY,2019-06-07,1087.14
KRW,2019-06-07,1
USD,2019-06-07,1179
CNY,2019-06-10,171.07
JPY,2019-06-10,1093.54
KRW,2019-06-10,1
USD,2019-06-10,1186
CNY,2019-06-11,170.83
JPY,2019-06-11,1088.41
KRW,2019-06-11,1
USD,2019-06-11,1180
USD,2019-06-12,1183
CNY,2019-06-12,170.59
KRW,2019-06-12,1
JPY,2019-06-12,1089.87
CNY,2019-06-13,171.16
JPY,2019-06-13,1091.5
KRW,2019-06-13,1
USD,2019-06-13,1184
CNY,2019-06-14,170.92
JPY,2019-06-14,1091.88
KRW,2019-06-14,1
USD,2019-06-14,1183
CNY,2019-06-17,171.4
JPY,2019-06-17,1093.56
KRW,2019-06-17,1
USD,2019-06-17,1187
USD,2019-06-18,1187
KRW,2019-06-18,1
CNY,2019-06-18,171.39
JPY,2019-06-18,1093.45
USD,2019-06-19,1175
CNY,2019-06-19,170.22
JPY,2019-06-19,1082.9
KRW,2019-06-19,1
CNY,2019-06-20,169.92
JPY,2019-06-20,1082.51
KRW,2019-06-20,1
USD,2019-06-20,1165
CNY,2019-06-21,169.15
JPY,2019-06-21,1083.52
KRW,2019-06-21,1
USD,2019-06-21,1163
CNY,2019-06-24,168.71
JPY,2019-06-24,1079.39
KRW,2019-06-24,1
USD,2019-06-24,1159
USD,2019-06-25,1156
KRW,2019-06-25,1
JPY,2019-06-25,1077.2
CNY,2019-06-25,168.1
CNY,2019-06-26,168.03
JPY,2019-06-26,1082.29
KRW,2019-06-26,1
USD,2019-06-26,1160
CNY,2019-06-27,167.88
JPY,2019-06-27,1072.03
KRW,2019-06-27,1
USD,2019-06-27,1155
CNY,2019-06-28,168.24
JPY,2019-06-28,1073.53
KRW,2019-06-28,1
USD,2019-06-28,1157
USD,2019-07-01,1156
CNY,2019-07-01,168.35
JPY,2019-07-01,1066.37
KRW,2019-07-01,1
KRW,2019-07-02,1
JPY,2019-07-02,1076.59
CNY,2019-07-02,169.6
USD,2019-07-02,1166
CNY,2019-07-03,169.8
JPY,2019-07-03,1085.72
KRW,2019-07-03,1
USD,2019-07-03,1171
CNY,2019-07-04,170.03
JPY,2019-07-04,1085.49
KRW,2019-07-04,1
USD,2019-07-04,1170
CNY,2019-07-05,170.27
JPY,2019-07-05,1085.34
KRW,2019-07-05,1
USD,2019-07-05,1170
CNY,2019-07-08,170.45
JPY,2019-07-08,1086.49
KRW,2019-07-08,1
USD,2019-07-08,1179
USD,2019-07-09,1181
KRW,2019-07-09,1
CNY,2019-07-09,171.62
JPY,2019-07-09,1085.93
CNY,2019-07-10,171.75
JPY,2019-07-10,1086.37
KRW,2019-07-10,1
USD,2019-07-10,1183
CNY,2019-07-11,171.26
JPY,2019-07-11,1082.65
KRW,2019-07-11,1
USD,2019-07-11,1173
CNY,2019-07-12,171.03
JPY,2019-07-12,1086.79
KRW,2019-07-12,1
USD,2019-07-12,1179
USD,2019-07-15,1181
CNY,2019-07-15,171.06
KRW,2019-07-15,1
JPY,2019-07-15,1094.58
KRW,2019-07-16,1
USD,2019-07-16,1180
CNY,2019-07-16,171.57
JPY,2019-07-16,1094.16
CNY,2019-07-17,171.61
JPY,2019-07-17,1090.02
KRW,2019-07-17,1
USD,2019-07-17,1180
USD,2019-07-18,1177
KRW,2019-07-18,1
CNY,2019-07-18,171.82
JPY,2019-07-18,1090.17
CNY,2019-07-19,170.5
JPY,2019-07-19,1091.72
KRW,2019-07-19,1
USD,2019-07-19,1173
USD,2019-07-22,1176
JPY,2019-07-22,1091.06
KRW,2019-07-22,1
CNY,2019-07-22,170.88
CNY,2019-07-23,171.05
JPY,2019-07-23,1090.77
KRW,2019-07-23,1
USD,2019-07-23,1177
CNY,2019-07-24,171.54
JPY,2019-07-24,1090.52
KRW,2019-07-24,1
USD,2019-07-24,1180
CNY,2019-07-25,171.41
JPY,2019-07-25,1088.88
KRW,2019-07-25,1
USD,2019-07-25,1178
USD,2019-07-26,1184
CNY,2019-07-26,172.28
JPY,2019-07-26,1089.59
KRW,2019-07-26,1
KRW,2019-07-29,1
USD,2019-07-29,1185
CNY,2019-07-29,172.26
JPY,2019-07-29,1090.81
CNY,2019-07-30,171.76
JPY,2019-07-30,1087.79
KRW,2019-07-30,1
USD,2019-07-30,1184
CNY,2019-07-31,171.55
JPY,2019-07-31,1087.53
KRW,2019-07-31,1
USD,2019-07-31,1181
USD,2019-08-01,1188
CNY,2019-08-01,172.58
JPY,2019-08-01,1092.06
KRW,2019-08-01,1
CNY,2019-08-02,173.37
JPY,2019-08-02,1113.02
KRW,2019-08-02,1
USD,2019-08-02,1196
USD,2019-08-05,1213
CNY,2019-08-05,173.62
JPY,2019-08-05,1138.49
KRW,2019-08-05,1
CNY,2019-08-06,172.75
JPY,2019-08-06,1135.75
KRW,2019-08-06,1
USD,2019-08-06,1214
CNY,2019-08-07,172.78
JPY,2019-08-07,1141.35
KRW,2019-08-07,1
USD,2019-08-07,1214
CNY,2019-08-08,171.81
JPY,2019-08-08,1138.26
KRW,2019-08-08,1
USD,2019-08-08,1209
USD,2019-08-09,1208
JPY,2019-08-09,1141.62
CNY,2019-08-09,171.47
KRW,2019-08-09,1
USD,2019-08-12,1215
CNY,2019-08-12,172.04
JPY,2019-08-12,1151.06
KRW,2019-08-12,1
CNY,2019-08-13,172.71
JPY,2019-08-13,1158.14
KRW,2019-08-13,1
USD,2019-08-13,1219
CNY,2019-08-14,171.37
JPY,2019-08-14,1135.44
KRW,2019-08-14,1
USD,2019-08-14,1211
CNY,2019-08-16,172.6
JPY,2019-08-16,1139.95
KRW,2019-08-16,1
USD,2019-08-16,1210
USD,2019-08-19,1208
KRW,2019-08-19,1
JPY,2019-08-19,1134.7
CNY,2019-08-19,171.53
CNY,2019-08-20,172.04
JPY,2019-08-20,1134.09
KRW,2019-08-20,1
USD,2019-08-20,1209
CNY,2019-08-21,170.82
JPY,2019-08-21,1131.19
KRW,2019-08-21,1
USD,2019-08-21,1202
CNY,2019-08-22,170.33
JPY,2019-08-22,1132.22
KRW,2019-08-22,1
USD,2019-08-22,1207
USD,2019-08-23,1210
CNY,2019-08-23,170.82
JPY,2019-08-23,1136.52
KRW,2019-08-23,1
KRW,2019-08-26,1
CNY,2019-08-26,171.09
JPY,2019-08-26,1160.61
USD,2019-08-26,1218
JPY,2019-08-27,1143.21
CNY,2019-08-27,169.63
USD,2019-08-27,1213
KRW,2019-08-27,1
USD,2019-08-28,1212
CNY,2019-08-28,169.23
KRW,2019-08-28,1
JPY,2019-08-28,1145.83
CNY,2019-08-29,169.29
JPY,2019-08-29,1143.85
KRW,2019-08-29,1
USD,2019-08-29,1213
CNY,2019-08-30,169.23
JPY,2019-08-30,1134.84
KRW,2019-08-30,1
USD,2019-08-30,1209
CNY,2019-09-02,169.21
JPY,2019-09-02,1140.89
KRW,2019-09-02,1
USD,2019-09-02,1211
USD,2019-09-03,1215
CNY,2019-09-03,169.41
KRW,2019-09-03,1
JPY,2019-09-03,1144.12
CNY,2019-09-04,168.83
JPY,2019-09-04,1139.95
KRW,2019-09-04,1
USD,2019-09-04,1208
CNY,2019-09-05,168.63
JPY,2019-09-05,1125.53
KRW,2019-09-05,1
USD,2019-09-05,1197
CNY,2019-09-06,167.59
JPY,2019-09-06,1119.47
KRW,2019-09-06,1
USD,2019-09-06,1198
USD,2019-09-09,1193
KRW,2019-09-09,1
JPY,2019-09-09,1115.84
CNY,2019-09-09,167.66
USD,2019-09-10,1193
CNY,2019-09-10,167.52
JPY,2019-09-10,1112.56
KRW,2019-09-10,1
CNY,2019-09-11,167.59
JPY,2019-09-11,1108.68
KRW,2019-09-11,1
USD,2019-09-11,1192
CNY,2019-09-16,166.69
JPY,2019-09-16,1098.28
KRW,2019-09-16,1
USD,2019-09-16,1184
CNY,2019-09-17,167.68
JPY,2019-09-17,1099.75
KRW,2019-09-17,1
USD,2019-09-17,1189
USD,2019-09-18,1192
KRW,2019-09-18,1
JPY,2019-09-18,1102.58
CNY,2019-09-18,167.52
CNY,2019-09-19,168.22
JPY,2019-09-19,1103.22
KRW,2019-09-19,1
USD,2019-09-19,1196
CNY,2019-09-20,168.4
JPY,2019-09-20,1098.72
KRW,2019-09-20,1
USD,2019-09-20,1187
CNY,2019-09-23,168.37
JPY,2019-09-23,1109.15
KRW,2019-09-23,1
USD,2019-09-23,1194
USD,2019-09-24,1195
JPY,2019-09-24,1111.16
CNY,2019-09-24,167.88
KRW,2019-09-24,1
KRW,2019-09-25,1
CNY,2019-09-25,167.93
JPY,2019-09-25,1119.25
USD,2019-09-25,1199
JPY,2019-09-26,1113.9
KRW,2019-09-26,1
USD,2019-09-26,1200
CNY,2019-09-26,168.27
CNY,2019-09-27,168.39
JPY,2019-09-27,1113.89
KRW,2019-09-27,1
USD,2019-09-27,1201
USD,2019-09-30,1199
JPY,2019-09-30,1111.27
CNY,2019-09-30,168.9
KRW,2019-09-30,1
CNY,2019-10-01,167.74
JPY,2019-10-01,1109.52
KRW,2019-10-01,1
USD,2019-10-01,1199
USD,2019-10-02,1204
JPY,2019-10-02,1117.56
KRW,2019-10-02,1
CNY,2019-10-02,168.44
CNY,2019-10-04,168.16
JPY,2019-10-04,1117.3
KRW,2019-10-04,1
USD,2019-10-04,1194
CNY,2019-10-07,166.76
JPY,2019-10-07,1119.59
KRW,2019-10-07,1
USD,2019-10-07,1196
CNY,2019-10-08,167.6
JPY,2019-10-08,1113.18
KRW,2019-10-08,1
USD,2019-10-08,1194
USD,2019-10-10,1195
KRW,2019-10-10,1
CNY,2019-10-10,168.11
JPY,2019-10-10,1115.83
USD,2019-10-11,1191
CNY,2019-10-11,167.37
KRW,2019-10-11,1
JPY,2019-10-11,1103.75
CNY,2019-10-14,167.05
JPY,2019-10-14,1091.24
KRW,2019-10-14,1
USD,2019-10-14,1184
CNY,2019-10-15,167.53
JPY,2019-10-15,1092.4
KRW,2019-10-15,1
USD,2019-10-15,1184
CNY,2019-10-16,167.34
JPY,2019-10-16,1092.43
KRW,2019-10-16,1
USD,2019-10-16,1189
USD,2019-10-17,1187
CNY,2019-10-17,167.34
KRW,2019-10-17,1
JPY,2019-10-17,1091.75
CNY,2019-10-18,166.59
JPY,2019-10-18,1085.99
KRW,2019-10-18,1
USD,2019-10-18,1179
CNY,2019-10-21,166.49
JPY,2019-10-21,1084.35
KRW,2019-10-21,1
USD,2019-10-21,1175
CNY,2019-10-22,165.63
JPY,2019-10-22,1079.19
KRW,2019-10-22,1
USD,2019-10-22,1172
USD,2019-10-23,1172
KRW,2019-10-23,1
JPY,2019-10-23,1080.23
CNY,2019-10-23,165.61
USD,2019-10-24,1171
CNY,2019-10-24,165.74
KRW,2019-10-24,1
JPY,2019-10-24,1077.62
USD,2019-10-25,1175
CNY,2019-10-25,166.22
JPY,2019-10-25,1081.7
KRW,2019-10-25,1
CNY,2019-10-28,165.88
JPY,2019-10-28,1074.57
KRW,2019-10-28,1
USD,2019-10-28,1168
CNY,2019-10-29,165.4
JPY,2019-10-29,1069.1
KRW,2019-10-29,1
USD,2019-10-29,1165
CNY,2019-10-30,165.31
JPY,2019-10-30,1072.89
KRW,2019-10-30,1
USD,2019-10-30,1168
USD,2019-10-31,1162
CNY,2019-10-31,165.27
KRW,2019-10-31,1
JPY,2019-10-31,1068.16
CNY,2019-11-01,166.21
JPY,2019-11-01,1079.48
KRW,2019-11-01,1
USD,2019-11-01,1166
CNY,2019-11-04,165.55
JPY,2019-11-04,1072.77
KRW,2019-11-04,1
USD,2019-11-04,1161
CNY,2019-11-05,165.43
JPY,2019-11-05,1067.22
KRW,2019-11-05,1
USD,2019-11-05,1159
USD,2019-11-06,1157
KRW,2019-11-06,1
CNY,2019-11-06,165.06
JPY,2019-11-06,1059.86
USD,2019-11-07,1162
CNY,2019-11-07,166.05
JPY,2019-11-07,1066.64
KRW,2019-11-07,1
CNY,2019-11-08,165.52
JPY,2019-11-08,1056.97
KRW,2019-11-08,1
USD,2019-11-08,1155
CNY,2019-11-11,165.67
JPY,2019-11-11,1064.77
KRW,2019-11-11,1
USD,2019-11-11,1163
CNY,2019-11-12,166.32
JPY,2019-11-12,1065.52
KRW,2019-11-12,1
USD,2019-11-12,1162
USD,2019-11-13,1167
KRW,2019-11-13,1
JPY,2019-11-13,1070.89
CNY,2019-11-13,166.53
CNY,2019-11-14,166.87
JPY,2019-11-14,1077.45
KRW,2019-11-14,1
USD,2019-11-14,1172
CNY,2019-11-15,166.51
JPY,2019-11-15,1074.77
KRW,2019-11-15,1
USD,2019-11-15,1165
CNY,2019-11-18,166.09
JPY,2019-11-18,1070.49
KRW,2019-11-18,1
USD,2019-11-18,1164
USD,2019-11-19,1167
JPY,2019-11-19,1073.75
KRW,2019-11-19,1
CNY,2019-11-19,166.1
KRW,2019-11-20,1
USD,2019-11-20,1168
CNY,2019-11-20,166.21
JPY,2019-11-20,1077.24
CNY,2019-11-21,166.44
JPY,2019-11-21,1086.74
KRW,2019-11-21,1
USD,2019-11-21,1179
USD,2019-11-22,1177
KRW,2019-11-22,1
JPY,2019-11-22,1083.89
CNY,2019-11-22,167.45
CNY,2019-11-25,167.62
JPY,2019-11-25,1081.83
KRW,2019-11-25,1
USD,2019-11-25,1176
USD,2019-11-26,1174
KRW,2019-11-26,1
CNY,2019-11-26,166.85
JPY,2019-11-26,1077.71
CNY,2019-11-27,166.78
JPY,2019-11-27,1079.17
KRW,2019-11-27,1
USD,2019-11-27,1177
CNY,2019-11-28,167.45
JPY,2019-11-28,1076.21
KRW,2019-11-28,1
USD,2019-11-28,1177
USD,2019-11-29,1179
JPY,2019-11-29,1076.61
CNY,2019-11-29,167.59
KRW,2019-11-29,1
CNY,2019-12-02,167.94
JPY,2019-12-02,1078.39
KRW,2019-12-02,1
USD,2019-12-02,1181
USD,2019-12-03,1186
CNY,2019-12-03,168.49
JPY,2019-12-03,1087.82
KRW,2019-12-03,1
CNY,2019-12-04,168.53
JPY,2019-12-04,1098.99
KRW,2019-12-04,1
USD,2019-12-04,1194
CNY,2019-12-05,168.94
JPY,2019-12-05,1094.12
KRW,2019-12-05,1
USD,2019-12-05,1191
USD,2019-12-06,1189
JPY,2019-12-06,1093.38
CNY,2019-12-06,168.78
KRW,2019-12-06,1
CNY,2019-12-09,168.59
JPY,2019-12-09,1095.76
KRW,2019-12-09,1
USD,2019-12-09,1190
USD,2019-12-10,1191
JPY,2019-12-10,1096.94
CNY,2019-12-10,169.2
KRW,2019-12-10,1
CNY,2019-12-11,169.32
JPY,2019-12-11,1098.5
KRW,2019-12-11,1
USD,2019-12-11,1195
CNY,2019-12-12,169.07
JPY,2019-12-12,1092.63
KRW,2019-12-12,1
USD,2019-12-12,1186
CNY,2019-12-13,167.8
JPY,2019-12-13,1070.08
KRW,2019-12-13,1
USD,2019-12-13,1172
USD,2019-12-16,1172
JPY,2019-12-16,1071.74
CNY,2019-12-16,168.26
KRW,2019-12-16,1
USD,2019-12-17,1164
CNY,2019-12-17,167.02
JPY,2019-12-17,1062.04
KRW,2019-12-17,1
USD,2019-12-18,1168
CNY,2019-12-18,166.36
KRW,2019-12-18,1
JPY,2019-12-18,1066.52
USD,2019-12-19,1163
CNY,2019-12-19,166.6
JPY,2019-12-19,1061.47
KRW,2019-12-19,1
USD,2019-12-20,1163
CNY,2019-12-20,165.9
JPY,2019-12-20,1063.41
KRW,2019-12-20,1
CNY,2019-12-23,165.42
JPY,2019-12-23,1062.34
KRW,2019-12-23,1
USD,2019-12-23,1163
CNY,2019-12-24,165.99
JPY,2019-12-24,1063.99
KRW,2019-12-24,1
USD,2019-12-24,1164
USD,2019-12-26,1163
JPY,2019-12-26,1063.12
CNY,2019-12-26,166.4
KRW,2019-12-26,1
CNY,2019-12-27,166.09
KRW,2019-12-27,1
USD,2019-12-27,1162
JPY,2019-12-27,1060.65
CNY,2019-12-30,165.96
JPY,2019-12-30,1057.15
KRW,2019-12-30,1
USD,2019-12-30,1157
CNY,2019-12-31,165.75
JPY,2019-12-31,1063.65
KRW,2019-12-31,1
USD,2019-12-31,1158
USD,2020-01-02,1155
KRW,2020-01-02,1
CNY,2020-01-02,165.88
JPY,2020-01-02,1063.1
USD,2020-01-03,1166
CNY,2020-01-03,166.28
JPY,2020-01-03,1073.91
KRW,2020-01-03,1
CNY,2020-01-06,167.4
JPY,2020-01-06,1085.19
KRW,2020-01-06,1
USD,2020-01-06,1170
CNY,2020-01-07,167.44
JPY,2020-01-07,1077.54
KRW,2020-01-07,1
USD,2020-01-07,1168
CNY,2020-01-08,168.32
JPY,2020-01-08,1082.05
KRW,2020-01-08,1
USD,2020-01-08,1173
USD,2020-01-09,1159
KRW,2020-01-09,1
JPY,2020-01-09,1062.28
CNY,2020-01-09,167.43
CNY,2020-01-10,167.35
JPY,2020-01-10,1059.6
KRW,2020-01-10,1
USD,2020-01-10,1160
CNY,2020-01-13,167.51
JPY,2020-01-13,1054.36
KRW,2020-01-13,1
USD,2020-01-13,1155
CNY,2020-01-14,167.55
JPY,2020-01-14,1050.72
KRW,2020-01-14,1
USD,2020-01-14,1155
USD,2020-01-15,1158
JPY,2020-01-15,1052.87
CNY,2020-01-15,168.22
KRW,2020-01-15,1
KRW,2020-01-16,1
CNY,2020-01-16,168.2
JPY,2020-01-16,1054.55
USD,2020-01-16,1159
JPY,2020-01-17,1049.96
KRW,2020-01-17,1
USD,2020-01-17,1157
CNY,2020-01-17,168.78
CNY,2020-01-20,169.25
JPY,2020-01-20,1050.2
USD,2020-01-20,1157
KRW,2020-01-20,1
